ID,InvoiceID_Fk,Payment Date,Payment Amount,Payment Method
2195,3992,21/03/2017,220,Credit card
2196,4112,20/03/2017,924,BPAY
2197,4076,21/03/2017,6629.33,Credit card
2198,4076,06/03/2017,6629.33,Bpay
2199,4076,15/03/2017,6629.33,Cheque
2200,4076,21/03/2017,0.01,rounding
2201,4033,31/03/2017,275,Credit card
2202,4083,31/03/2017,396,eft
2203,4126,31/03/2017,1980,eft
2204,3789,31/03/2017,3060.64,Credit card
2205,3854,31/03/2017,3467,Credit card
2206,3972,31/03/2017,472.36,Credit card
2207,3956,03/04/2017,561,EFT
2208,4035,03/04/2017,880,eft
2209,3928,03/04/2017,5286,EFT
2210,4037,03/04/2017,660,BPAY
2211,4100,04/04/2017,1980,EFT
2212,4095,04/04/2017,550,EFT
2213,3971,04/04/2017,770,BPAY
2214,4082,04/04/2017,1459,BPAY
2215,4104,04/04/2017,2090.5,BPAY
2216,4111,04/04/2017,3148.32,BPAY
2217,4086,06/04/2017,440,eft
2218,4004,06/04/2017,3784,eft
2219,4147,06/04/2017,5500,eft
2220,3910,06/04/2017,4744.53,Cheque
2221,4016,06/04/2017,880,BPAY
2223,3981,07/04/2017,1000,Credit card
2224,4165,07/04/2017,467.5,Credit card
2225,3959,07/04/2017,854,BPAY
2226,4137,07/04/2017,854,BPAY
2227,4142,10/04/2017,3241.3,Bpay
2228,3975,07/04/2017,2750,eft
2229,4096,07/04/2017,275,eft
2230,4160,07/04/2017,550,eft
2231,4005,10/04/2017,2548.7,Cheque
2232,4005,10/04/2017,2548.7,Cheque
2233,4159,10/04/2017,935,Credit card
2234,4063,10/04/2017,1419,eft
2235,4174,11/04/2017,440,eft
2237,4115,10/04/2017,330,bpay
2238,4170,11/04/2017,2170.5,BPay
2240,4154,12/04/2017,1573,eft
2241,4134,12/04/2017,1100,eft
2242,4114,12/04/2017,359.6,eft
2243,4111,12/04/2017,3148.32,eft
2244,3747,13/04/2017,250,bpay
2245,4136,13/04/2017,440,bpay
2246,4061,13/04/2017,1294,eft
2247,4189,13/04/2017,1320,eft
2248,3900,18/04/2017,2397.5,BPAY
2249,3920,18/04/2017,669,bpay
2250,3944,18/04/2017,990,BPAY
2251,4087,18/04/2017,550,bpay
2252,4090,18/04/2017,3300,bpay
2253,4120,18/04/2017,1540,bpay
2254,4151,18/04/2017,1760,eft
2255,3991,19/04/2017,495,Credit card
2256,4156,19/04/2017,440,BPAY
2257,4167,19/04/2017,3292.66,bpay
2258,4195,19/04/2017,2112,BPAY
2259,4164,20/04/2017,880,Credit card
2260,4144,19/04/2017,2400,eft
2261,4216,19/04/2017,4510,eft
2262,4057,20/04/2017,4629,eft
2263,4056,20/04/2017,1459,eft
2264,4157,20/04/2017,440,BPAY
2265,4152,20/04/2017,2750,bpay
2266,4094,21/04/2017,935,eft
2267,4183,21/04/2017,3318,eft
2268,4193,24/04/2017,1604,eft
2269,4223,24/04/2017,550,eft
2270,4226,24/04/2017,1650,eft
2271,4203,20/04/2017,20574,Cheque
2272,4203,20/04/2017,0.4,write off
2273,4108,20/04/2017,440,bpay
2274,4167,21/04/2017,3292.66,bpay
2275,4217,21/04/2017,449,bpay
2276,4121,26/04/2017,1459,Credit card
2277,4122,26/04/2017,1459,Credit card
2278,4116,26/04/2017,1459,Credit card
2279,4146,26/04/2017,1459,Credit card
2280,4163,26/04/2017,440,eft
2281,4197,26/04/2017,1320,eft
2282,4186,26/04/2017,5302,eft
2283,4138,26/04/2017,8153.2,eft
2284,4162,27/04/2017,220,eft
2285,4135,27/04/2017,770,eft
2286,4118,27/04/2017,1459,eft
2287,4177,27/04/2017,2420,bpay
2288,4219,27/04/2017,440,bpay
2289,4131,28/04/2017,3388.5,Bpay
2290,4201,28/04/2017,3773,bpay
2291,4225,28/04/2017,330,Cheque
2292,4211,28/04/2017,825,Cheque
2293,3972,01/05/2017,2442.64,Credit card
2294,4052,01/05/2017,3438,Credit card
2295,3960,28/04/2017,5000,bpay
2296,3984,28/04/2017,1459,eft
2297,4229,01/05/2017,968,Credit card
2299,4175,28/04/2017,3460,eft
2300,4132,28/04/2017,3960,eft
2301,4109,28/04/2017,15199,eft
2302,4128,01/05/2017,660,Credit card
2303,4179,01/05/2017,1870,BPAY
2304,4101,01/05/2017,7700,bpay
2305,4198,01/05/2017,220,bpay
2306,4237,01/05/2017,4303.5,bpay
2307,4234,01/05/2017,550,eft
2308,4234,01/05/2017,2669,eft
2309,4234,01/05/2017,8629.5,eft
2310,3667,01/05/2017,676.5,eft
2311,3263,02/05/2017,1742,Trust Account
2312,3889,02/05/2017,9185,Trust Account
2313,4169,02/05/2017,10168.75,Trust Account
2314,4204,02/05/2017,616,Trust Account
2316,4192,02/05/2017,1320,EFT
2317,4143,02/05/2017,889,Bpay
2318,4158,02/05/2017,1155,bpay
2319,3916,03/05/2017,770,Bpay
2320,3960,03/05/2017,1785.9,bpay
2321,4238,03/05/2017,1980,eft
2322,4209,03/05/2017,889,eft
2323,4255,04/05/2017,1320,BPAY
2324,4239,04/05/2017,1870,eft
2327,4093,04/05/2017,2640,Cheque
2328,4230,08/05/2017,1144,Credit card
2329,4252,05/05/2017,2420,eft
2330,4222,06/05/2017,440,bpay
2331,4231,08/05/2017,1213.5,Trust Account
2332,4271,09/05/2017,2035,Credit card
2333,3971,09/05/2017,330,eft
2334,4210,09/05/2017,825,eft
2335,4254,09/05/2017,1000,eft
2336,4155,09/05/2017,1320,eft
2337,4221,09/05/2017,1650,eft
2338,4152,09/05/2017,2750,bpay
2339,4166,10/05/2017,2673,Cheque
2340,4249,08/05/2017,440,Cheque
2341,4241,10/05/2017,2090,bpay
2342,4261,10/05/2017,1650,bpay
2343,4218,10/05/2017,44000,eft
2344,4269,10/05/2017,2970,eft
2345,4281,10/05/2017,2112,eft
2346,4214,10/05/2017,1980,eft
2347,4282,10/05/2017,641.5,eft
2348,4245,10/05/2017,440,eft
2349,4247,11/05/2017,1650,bpay
2350,4279,11/05/2017,2702.8,BPAY
2351,4288,11/05/2017,5709,bpay
2352,4260,11/05/2017,3460,eft
2353,4208,12/05/2017,1294,eft
2354,4127,12/05/2017,385,Credit card
2355,4181,02/05/2017,440,Credit card
2356,4220,12/05/2017,1219,Credit card
2357,4161,12/05/2017,9350,BPAY
2358,4011,12/05/2017,4092,eft
2359,4250,15/05/2017,1294,eft
2360,4296,15/05/2016,2056,Trust Account
2361,4237,15/05/2017,4303.5,bpay
2362,4256,15/05/2017,1980,BPAY
2363,4280,15/05/2017,660,BPAY
2364,4265,15/05/2017,660,eft
2365,4171,16/05/2017,2970,BPAY
2366,4247,17/05/2017,1650,BPAY
2367,4276,17/05/2017,660,Credit card
2368,4311,17/05/2017,528,Credit card
2370,4236,17/05/2017,440,bpay
2371,4288,18/05/2017,5709,cheque
2372,4167,18/05/2017,3292.66,Cheque
2373,4167,18/05/0207,0.02,rounding
2374,4319,18/05/2017,2000,eft
2375,4254,18/05/2017,760,eft
2376,3942,18/05/2017,2500,eft
2377,3981,20/04/2017,1000,eft
2378,3981,19/05/2017,759,eft
2379,4103,18/05/2017,440,BPAY
2380,4298,18/05/2017,1562,BPAY
2381,4302,18/05/2017,2962,BPAY
2382,4312,18/05/2017,275,BPAY
2383,4251,18/05/2017,55,BPAY
2384,4309,22/05/2017,2368,eft
2385,4243,22/05/2017,7975,BPay
2386,4286,22/05/2017,5506.8,BPay
2387,4297,22/05/2017,1980,BPAY
2388,4150,22/05/2017,3025,eft
2389,4200,22/05/2017,330,eft
2390,4259,23/05/2017,2733,Credit card
2391,4304,23/05/2017,1094.5,Cheque
2392,4267,24/05/2017,1514,Cheque
2393,4149,23/05/2017,1650,BPAY
2394,4274,24/05/2017,3850,eft
2395,4088,27/04/2017,1540,eft
2396,4308,25/05/2017,2200,Credit card
2397,4294,25/05/2017,1000,Trust Account
2398,4305,25/05/2017,660,Trust Account
2399,4294,25/05/2017,17.5,Trust Account
2400,3526,27/05/2017,3984.2,eft
2401,4351,26/05/2017,8800,eft
2402,4190,30/05/2017,467.5,eft
2403,4191,30/05/2017,583,eft
2404,4313,30/05/2017,968,eft
2405,4264,30/05/2017,2882,eft
2406,4331,30/05/2017,1925,bpay
2407,4091,31/05/2017,352,eft
2408,4351,02/06/2017,-800,refund overpayment
2409,4240,31/05/2017,2750,eft
2410,4205,31/05/2017,6578,eft
2411,4316,01/06/2017,440,BPay
2412,4285,05/06/2017,8249.5,Cheque
2413,4336,05/06/2017,440,eft
2414,4337,05/06/2017,550,bpay
2415,4253,05/06/2017,550,eft
2416,4352,07/06/2017,14134,Credit card
2417,4284,07/06/2017,858,Cheque
2418,4350,07/06/2017,550,Cheque
2419,4329,07/06/2017,1320,Cheque
2420,4301,07/06/2017,1540,bpay
2421,4341,07/06/2017,1294,bpay
2422,4227,07/06/2017,440,eft
2423,4314,07/06/2017,2277,Trust Account
2424,4275,07/06/2017,15893.28,Trust Account
2425,4007,07/06/2017,7797,Trust Account
2426,3885,07/06/2017,5560,Trust Account
2427,3712,07/06/2017,17486.61,Trust Account
2428,3476,07/06/2017,17682.4,Trust Account
2429,4346,08/06/2017,550,BPAY
2430,4215,08/06/2017,1320,eft
2431,4317,08/06/2017,1100,Cheque
2432,4366,09/06/2017,3639,Credit card
2433,4224,11/05/2017,495,eft
2434,4322,08/06/2017,1540,Cheque
2435,4178,05/06/2017,792,Credit card
2436,4258,24/05/2017,2108,eft
2437,4355,28/05/2017,1526,cash
2438,4244,09/06/2017,889,eft
2439,4353,12/06/2017,2200,eft
2440,4324,13/06/2017,1210,eft
2441,4333,13/06/2017,1925,BPAY
2442,4291,13/06/2017,440,bpay
2443,4188,04/05/2017,7920,eft
2444,4188,09/06/2017,6222.5,eft
2445,4320,09/06/2017,4400,EFT
2446,4325,13/06/2017,504,Cheque
2447,4386,14/06/2017,440,eft
2448,4206,14/06/2017,500,eft
2449,2949,14/06/2017,-880,reverse credit/ write off
2450,2949,14/06/2017,880,eft
2451,4395,15/06/2017,6363.3,eft
2452,4334,15/06/2017,1560.6,eft
2453,4377,16/06/2017,825,Cheque
2454,4140,16/06/2017,1870,eft
2455,4371,16/06/2017,660,eft
2456,4372,16/06/2017,1294,BPAY
2457,4212,16/06/2017,5500,BPAY
2458,4242,19/06/2017,440,eft
2460,4407,19/06/2017,770,eft
2461,4425,19/05/2017,5000,eft
2462,4379,19/06/2017,3300,BPAY
2463,4391,19/06/2017,1716,bpay
2464,4347,20/06/2017,770,bpay
2465,4399,20/06/2017,4950,bpay
2466,4412,20/06/2017,962.5,bpay
2467,4383,20/06/2017,1372.6,Credit card
2468,4419,21/06/2017,3960,Credit card
2469,4370,21/06/2017,2328.7,eft
2470,4369,21/06/2017,2464,eft
2471,4387,22/06/2017,3490.66,bpay
2472,4338,22/06/2017,495,Credit card
2473,4318,22/06/2017,2001,eft
2474,4368,22/06/2017,2368,eft
2475,3893,23/06/2017,1832.6,Credit card
2476,3894,23/06/2017,880,Credit card
2477,3701,23/06/2017,3187.4,Credit card
2478,3701,23/06/2017,9.75,write off
2479,4233,23/06/2017,2268.72,write off
2480,4293,23/06/2017,9292.6,eft
2481,4081,23/06/2017,11703,eft
2482,4382,27/06/2017,550,Credit card
2483,4187,26/06/2017,2117,eft
2484,4378,26/06/2017,1540,bpay
2485,4420,27/06/2017,1650,eft
2486,4370,27/06/2017,2328.7,eft
2487,4369,26/06/2017,2464,eft
2488,4287,27/06/2017,3740,eft
2489,4356,28/06/2017,2009,Credit card
2490,4273,28/06/2017,1459,eft
2491,4213,28/06/2017,1320,Credit card
2492,4051,28/06/2017,4018.5,Credit card
2493,3797,28/06/2017,660,Credit card
2494,4433,28/06/2017,1349.21,Credit card
2495,4411,28/06/2017,854,Credit card
2496,4396,28/06/2017,935,eft
2497,4461,28/06/2017,16527,eft
2498,4365,28/06/2017,110,BPAY
2499,4388,28/06/2017,1375,BPAY
2500,4398,28/06/2017,770,BPAY
2501,4444,28/06/2017,1459,Credit card
2502,4410,29/06/2017,440,eft
2503,4389,29/06/2017,17423,bpay
2504,4206,29/06/2017,2250,eft
2505,4397,29/06/2017,5797,bpay
2506,4408,29/06/2017,990,bpay
2507,4455,29/06/2017,1549,bpay
2508,4467,29/06/2017,3124,eft
2509,4442,29/06/2017,770,eft
2510,4394,30/06/2017,220,eft
2512,4290,30/06/2017,583,eft
2513,4357,01/06/2017,880,eft
2514,4413,30/06/2017,1347,eft
2515,4323,30/06/2017,1540,eft
2516,4480,30/06/2017,2805,eft
2517,4452,30/06/2017,4792.05,Cheque
2518,4364,30/06/2017,8998,eft
2519,4196,03/07/2017,1870,eft
2520,4424,03/07/2017,1980,eft
2521,4418,03/07/2017,2970,eft
2522,4315,30/06/2017,979,bpay
2523,4495,03/07/2017,330,eft
2524,4402,30/06/2017,1051.8,eft
2525,4381,30/06/2017,2218,eft
2526,4376,30/06/2017,550,eft
2527,4427,04/07/2017,1699.5,Credit card
2528,4460,04/07/2017,385,Credit card
2529,4459,30/06/2017,8000,Cheque
2530,4459,03/07/2017,6608,Cheque
2531,4422,05/07/2017,550,bpay
2532,4436,05/06/2017,660,bpay
2533,4493,05/07/2017,385,bpay
2534,4471,06/07/2017,440,eft
2535,4438,06/07/2017,1320,BPAY
2536,4484,06/07/2017,1155,bpay
2537,4435,06/07/2017,220,EFT
2538,4283,06/07/2017,6248,EFT
2539,4332,28/06/2017,2090,EFT
2540,4405,28/06/2017,12827.7,Credit card
2541,4289,02/06/2017,467.5,Cheque
2542,4456,10/07/2017,1219,eft
2543,4470,11/07/2017,3300,eft
2544,4465,11/07/2017,8554.9,eft
2546,4488,12/07/2017,176,EFT
2547,4443,12/07/2017,935,eft
2548,4500,12/07/2017,1463,EFT
2549,4492,12/07/2017,6655,eft
2550,4521,12/07/2017,4009.5,bpay
2551,4030,13/07/2017,742.5,BPay
2552,4508,16/07/2017,440,bpay
2553,4507,16/07/2017,1100,Bpay
2554,4475,18/07/2017,1045,EFT
2555,3659,14/07/2017,474.39,EFT
2556,4499,17/07/2017,440,EFT
2557,4483,14/07/2017,1320,EFT
2558,4477,17/07/2017,550,eft
2559,4515,18/07/2017,550,eft
2560,4514,18/07/2017,885.5,Credit card
2561,4529,18/07/2017,1769,EFT
2562,4522,18/07/2017,2090,EFT
2563,4421,18/07/2017,3003,EFT
2564,4440,18/07/2017,3960,BPAY
2565,4523,18/07/2017,440,BPAY
2567,4524,18/07/2017,440,BPAY
2568,4202,19/07/2017,2200,Credit card
2569,4520,19/07/2017,550,BPAY
2570,4485,19/07/2017,511.5,EFT
2571,4502,19/07/2017,1617,EFT
2572,4416,20/07/2017,12100,eft
2573,4354,20/07/2017,12900,eft
2574,4491,24/07/2017,6676.7,bpay
2575,4504,25/07/2017,880,Credit card
2576,4503,24/07/2017,165,eft
2577,4538,24/07/2017,1958,EFT
2578,4437,25/07/2017,440,bpay
2579,4474,25/07/2017,214.5,BPAY
2580,4354,25/07/2017,16636.72,EFT
2581,3732,26/07/2017,330,write off first meeting fee
2582,3865,26/07/2017,3250,write off bad debt per DC
2583,3749,26/07/2017,2502.5,write off (invoice issued to bank not paid)
2584,4545,26/07/2017,3850,eft
2585,4385,27/07/2017,220,BPAY
2586,4539,26/07/2017,825,BPAY
2587,4558,26/07/2017,880,BPAY
2588,4430,27/07/2017,3460,Credit card
2589,4434,27/07/2017,6695.7,Trust Account
2590,4462,27/07/2017,6580,Trust Account
2591,4457,27/07/2017,1219,BPAY
2592,4468,27/07/2017,4513.3,EFT
2593,4139,27/07/2017,1798.5,eft
2594,4441,27/07/2017,201.5,eft
2596,4559,27/07/2017,559.77,Trust Account
2597,4050,03/07/2017,376,eft
2598,4050,27/07/2017,1274,write off as bad debt per AA
2599,4092,03/07/2017,1624,EFT
2600,4374,28/07/2017,550,eft
2601,4384,28/07/2017,583,eft
2602,4516,31/07/2017,864,BPAY
2603,4530,31/07/2017,550,BPAY
2604,4542,31/07/2017,220,eft
2605,4597,31/07/2017,550,EFT
2606,4498,31/07/2017,550,eft
2607,4582,31/07/2017,660,eft
2608,4497,31/07/2017,880,eft
2609,4509,31/07/2017,990,eft
2610,4544,31/07/2017,1634,EFT
2611,4588,01/08/2017,440,EFT
2612,4575,01/08/2017,1518,BPAY
2613,4490,01/08/2017,1650,BPAY
2614,4517,02/08/2017,5274,BPay
2615,4536,02/08/2017,440,BPAY
2616,4349,02/08/2017,3500,Cheque
2617,4517,02/08/2017,5000,EFT
2618,4630,03/08/2017,550,Credit card
2619,4550,03/08/2017,864,eft
2620,4400,03/08/2017,990,EFT
2621,4489,03/08/2017,2271.5,EFT
2622,4487,03/08/2017,3850,eft
2623,4563,03/08/2017,3300,BPAY
2624,4610,03/08/2017,13200,BPAY
2625,4615,10/08/2017,2090,BPAY
2626,4645,07/08/2017,550,Credit card
2627,4572,04/08/2017,440,EFT
2628,4019,07/08/2017,1056,EFT
2629,4570,04/08/2017,2750,EFT
2630,4551,04/08/2017,8515.55,EFT
2631,4551,04/08/2017,25,adj bank fee re INTL
2632,4481,07/08/2017,5000,BPAY
2633,4528,07/08/2017,5118.44,BPAY
2634,4552,07/08/2017,2667.5,BPAY
2635,4602,07/08/2017,528,BPAY
2636,4642,07/08/2017,220,bpay
2637,4556,07/08/2017,3630,BPAY
2638,4611,07/08/2017,3850,eft
2639,4541,04/08/2017,1626,BPAY
2640,4548,04/08/2017,5500,BPAY
2641,4584,04/08/2017,3850,BPAY
2642,4624,04/08/2017,14128.67,BPAY
2643,4531,07/08/2017,2441.5,Cheque
2644,4574,07/08/2017,723,EFT
2645,4592,08/08/2017,8259,EFT
2646,4360,11/07/2017,1963.5,eft
2648,4525,08/08/2017,1155,EFT
2649,4562,08/08/2017,1848,EFT
2650,4358,11/07/2017,731.5,eft
2651,4359,11/07/2017,4235,EFT
2652,4361,11/07/2017,770,EFT
2653,4428,11/07/2017,1886.5,EFT
2654,4451,11/07/2017,770,EFT
2655,4510,08/08/2017,1650,EFT
2656,4576,08/08/2017,550,EFT
2657,4553,08/08/2017,1540,EFT
2658,4568,08/08/2017,4080,BPAY
2659,4594,08/08/2017,2552,BPAY
2660,4595,08/08/2017,198,BPAY
2662,4598,08/08/2017,550,BPAY
2663,4599,08/08/2017,550,BPAY
2664,4600,08/08/2017,550,BPAY
2665,4601,08/08/2017,1100,BPAY
2666,4288,08/08/2017,5709,BPAY
2667,4387,08/08/2017,3490.66,BPAY
2668,4624,08/08/2017,14128.67,BPAY
2669,4590,14/08/2017,1726.47,void per AA
2670,4534,09/08/2017,6600,BPAY
2671,4565,08/08/2017,919,EFT
2672,4555,11/08/2017,841.5,BPAY
2673,4660,14/08/2017,440,Credit card
2674,4330,11/08/2017,6335,Trust Account
2675,4616,11/08/2017,440,Trust Account
2676,4463,14/08/2017,1653,eft
2677,4429,14/08/2017,6600,BPAY
2678,4554,14/08/2017,594,BPAY
2679,4342,15/08/2017,1320,Credit card
2680,4432,15/08/2017,1265,Credit card
2681,4506,25/07/2017,919,Credit card
2682,4519,01/08/2017,1705,Credit card
2683,4561,25/07/2017,500,Credit card
2684,4579,03/08/2017,8719,EFT
2685,4589,02/08/2017,1299,Cheque
2686,3617,24/02/2017,1459,Credit card
2687,3989,07/03/2017,220,eft
2688,3990,07/03/2017,220,EFT
2689,4008,27/04/2017,6072.38,EFT
2690,4089,27/04/2017,550,EFT
2691,4110,03/04/2017,2200,Cheque
2693,4145,04/04/2017,330,Credit card
2694,4153,06/04/2017,2738.41,eft
2695,4278,27/07/2017,2200,Cheque
2696,4348,20/06/2017,3778,BPAY
2697,4478,20/07/2017,1155,EFT
2698,4469,20/07/2017,1100,BPAY
2699,4449,10/08/2017,889,EFT
2700,4439,27/07/2017,1980,Credit card
2701,4641,15/08/2017,2024,EFT
2702,4631,15/08/2017,660,BPAY
2703,4614,17/08/2017,8803.4,Credit card
2705,4667,17/08/2017,1650,Cheque
2706,4624,17/08/2017,14128.67,Cheque
2707,4326,17/08/2017,2750,BPAY
2708,4586,17/08/2017,220,BPAY
2709,4632,17/08/2017,1320,BPAY
2710,4689,17/08/2017,440,BPAY
2711,4613,17/08/2017,1375,Cheque
2712,4445,17/08/2017,550,EFT
2713,4573,18/08/2017,2200,BPAY
2714,4695,18/08/2017,3410,BPAY
2715,4683,18/08/2017,440,Credit card
2716,4426,18/08/2017,2200,EFT
2717,4644,18/08/2017,9856,EFT
2718,4518,21/08/2017,1496,Credit card
2719,4479,21/08/2017,3696,Credit card
2720,4622,21/08/2017,574.98,BPAY
2721,4636,21/08/2017,1017.5,BPAY
2722,4637,21/08/2017,1435.5,BPAY
2723,4639,21/08/2017,1304,BPAY
2724,4640,21/08/2017,1760,BPAY
2725,4677,21/08/2017,1746.25,BPAY
2726,4701,21/08/2017,889,BPAY
2727,4633,21/08/2017,440,EFT
2729,4682,21/08/2017,1144,Credit card
2730,4543,22/08/2017,1469,Credit card
2731,4649,22/08/2017,440,Credit card
2732,4540,22/08/2017,220,EFT
2733,4343,22/08/2017,803,eft
2734,4603,22/08/2017,550,BPAY
2735,4647,22/08/2017,550,BPAY
2736,4681,22/08/2017,1430,BPAY
2737,4700,23/08/2017,440,Credit card
2738,4392,23/08/2017,715,Credit card
2740,4669,25/08/2017,2100,BPAY
2741,4431,23/08/2017,4972,EFT
2742,4268,23/08/2017,1870,bpay
2743,4658,23/08/2017,4356.9,BPAY
2744,4623,23/08/2017,2134,Trust Account
2745,4713,24/08/2017,2530,Credit card
2746,4621,24/08/2017,3520.8,BPAY
2747,4676,24/08/2017,2090,BPAY
2748,4699,24/08/2017,990,BPAY
2749,4634,24/08/2017,1304,EFT
2750,4653,24/08/2017,1452,EFT
2751,4703,24/08/2017,3377,EFT
2752,4635,25/08/2017,330,BPAY
2753,4696,23/08/2017,780,Trust Account
2754,4691,28/08/2017,616,Credit card
2755,4593,28/08/2017,1668,Cheque
2756,4664,28/08/2017,297,eft
2757,4263,25/08/2017,3564,Trust Account
2758,4680,25/08/2017,3703,EFT
2759,4732,28/08/2017,825,EFT
2760,4740,21/08/2017,2560,Trust Account
2761,4742,29/08/2017,385,Credit card
2762,4690,29/08/2017,440,Credit card
2763,4473,29/08/2017,594,Credit card
2764,4533,29/08/2017,1188,Credit card
2765,4566,29/08/2017,1195,EFT
2766,4566,29/08/2017,1500,EFT
2767,4078,29/08/2017,440,BPAY
2768,4380,29/08/2017,3309.75,BPAY
2769,4702,29/08/2017,495,BPAY
2770,4686,29/08/2017,1320,EFT
2771,4619,29/08/2017,11467.7,EFT
2772,4537,30/08/2017,1304,Credit card
2773,4505,30/08/2017,583,eft
2774,4685,30/08/2017,858,eft
2775,4481,30/08/2017,5505,EFT
2776,4494,31/08/2017,990,Credit card
2777,4628,31/08/2017,2495,EFT
2778,4748,01/09/2017,1155,EFT
2779,4743,01/09/2017,3304.3,Trust Account
2780,4762,01/09/2017,7150,EFT
2781,4684,05/09/2017,1304,Credit card
2782,4656,04/09/2017,1320,BPAY
2783,4712,04/09/2017,3036,BPAY
2784,4716,04/09/2017,1540,EFT
2785,4605,04/09/2017,605,Cheque
2786,4618,05/09/2017,5869.05,eft
2787,4697,05/09/2017,889,bpay
2788,4754,05/09/2017,440,BPay
2789,4724,06/09/2017,2860,Cheque
2790,4403,06/09/2017,1459,Credit card
2792,4722,06/09/2017,2100,BPAY
2793,4722,06/09/2017,10000,BPAY
2794,4737,06/09/2017,3630,BPAY
2795,4752,06/09/2017,1430,BPAY
2796,4711,07/09/2017,792,bpay
2797,4718,07/09/2017,2750,BPAY
2798,4327,06/09/2017,1540,eft
2799,4738,06/07/2017,2222.76,EFT
2800,4661,06/09/2017,2035,EFT
2801,4587,07/09/2017,401.5,EFT
2802,4760,07/09/2017,770,EFT
2803,4463,07/09/2017,1000,EFT
2804,4790,07/09/2017,362,EFT
2805,4671,07/09/2017,440,eft
2806,4714,12/09/2017,689.21,Credit card
2807,4797,11/09/2017,550,EFT
2808,4741,08/09/2017,440,EFT
2809,4759,11/09/2017,550,eft
2810,4740,08/09/2017,1511.32,EFT
2812,4773,11/09/2017,3025,BPay
2813,4580,08/09/2017,1650,bpay
2814,4657,08/09/2017,440,bpay
2815,4800,08/09/2017,594,BPAY
2816,4736,13/09/2017,1100,BPAY
2817,4739,13/09/2017,990,bpay
2818,4756,12/09/2017,1100,bpay
2819,4757,12/09/2017,1650,BPAY
2820,4604,17/08/2017,1980,eft
2821,4806,13/09/2017,1650,eft
2822,4733,13/09/2017,3850,EFT
2823,4646,13/09/2017,6531.96,eft
2824,4723,14/09/2017,660,Cheque
2825,4692,14/09/2017,153.98,EFT
2826,4776,15/09/2017,1430,EFT
2827,4668,14/09/2017,2869,eft
2829,4721,15/09/2017,550,EFT
2830,4511,14/09/2017,550,EFT
2831,4535,14/09/2017,3740,EFT
2832,4651,14/09/2017,2430,EFT
2833,4670,14/09/2017,308,EFT
2834,4707,14/09/2017,550,EFT
2835,4606,14/09/2017,25000,EFT
2836,4784,15/09/2017,2530,BPAY
2837,4606,15/09/2017,6606.5,EFT
2838,4728,15/09/2017,13816,EFT
2839,3932,18/09/2017,2840,EFT
2840,3813,18/09/2017,1723,BPAY
2841,4769,18/09/2017,1870,BPAY
2842,4827,18/09/2017,792,BPAY
2843,4774,19/09/2017,864,Credit card
2844,4801,20/09/2017,1879,Credit card
2845,4673,19/09/2017,1100,EFT
2846,4842,19/09/2017,1650,EFT
2847,4765,19/09/2017,3102,EFT
2848,4561,20/09/2017,40.7,write off
2849,4199,20/09/2017,1650,BPAY
2850,4612,20/09/2017,3061,BPAY
2851,4617,20/09/2017,2217.17,BPAY
2852,4794,21/09/2017,864,BPAY
2853,4796,21/09/2017,990,EFT
2854,4726,21/09/2017,2171.89,EFT
2855,4725,21/09/2017,1056,EFT
2856,4655,22/09/2017,3300,eft
2858,4512,05/09/2017,3403,Credit card
2859,4715,05/09/2017,330,Credit card
2860,4675,22/09/2017,330,EFT
2861,4750,22/09/2017,550,EFT
2862,4793,25/09/2017,1659,EFT
2863,4830,26/09/2017,385,Credit card
2864,4720,26/09/2017,1650,BPAY
2865,4666,26/09/2017,2464,EFT
2866,4688,26/09/2017,1809.5,EFT
2867,4687,26/09/2017,693,EFT
2868,4731,26/09/2017,616,eft
2869,4764,26/09/2017,1848,EFT
2870,4850,26/09/2017,1650,EFT
2871,4823,26/09/2017,990,EFT
2872,4811,21/09/2017,1315,Trust Account
2873,4344,21/09/2017,3685,Trust Account
2874,4659,18/09/2017,457.9,Credit card
2875,4744,11/09/2017,653.65,Cheque
2876,4745,11/09/2017,1961.5,Cheque
2877,4785,13/09/2017,1155,EFT
2878,4693,15/09/2017,4250,Cash
2879,4706,04/09/2017,1210,Credit card
2880,4669,29/08/2017,-780,EFT
2881,4786,28/09/2017,1925,Credit card
2882,4890,27/09/2017,880,EFT
2883,4881,27/09/2017,275,EFT
2884,3523,27/09/2017,1189.65,Bpay
2885,4409,27/09/2017,990,BPAY
2886,4805,27/09/2017,1904,BPAY
2887,4730,05/09/2017,330,BPAY
2888,4730,27/09/2017,330,bpay
2889,4772,28/09/2017,825,EFT
2891,4832,28/09/2017,950,eft
2892,4887,29/09/2017,185,written off per AA
2893,4870,28/09/2017,1438.4,EFT
2894,4871,28/09/2017,5947.33,BPAY
2895,4704,29/09/2017,4400,Credit card
2896,4883,01/10/2017,1661,BPAY
2897,4825,30/09/2017,396,BPAY
2898,4847,02/10/2017,385,EFT
2899,4746,29/09/2017,1815,EFT
2900,4747,30/08/2017,440,eft
2901,4578,30/09/2017,57.585,write off
2902,4674,04/10/2017,330,Credit card
2903,4446,03/10/2017,4620,BPAY
2904,4513,03/10/2017,559.75,BPAY
2905,4730,04/10/2017,330,BPAY
2906,4855,03/10/2017,3744.91,BPAY
2907,4710,03/10/2017,1634,EFT
